 22,20.0
 25,23.5
 30,29.5
 35,37.0
 40,41.0
 45,47.0
 50,51.0
 55,53.0
 60,57.0
 65,59.0
 70,61.0
 75,63.0
 80,63.5
 85,65.0
 90,68.0
 95,69.0
100,70.0
